,mutation_1,mutation_2,crossover_1,crossover_2
"[-23, -32, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-35.01813253910424,0.0
"[-23, -32, 5, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-37.6435327614664
"[-23, -32, 5, 12, 0, 0, 0, 0, 0, 0]",-84.97194723603734,0.0,0.0,0.0
"[-23, -32, 5, 12, -47, 0, 0, 0, 0, 0]",0.0,-141.41207415608508,0.0,0.0
"[-23, -32, 5, 12, -47, 54, 0, 0, 0, 0]",0.0,-154.63108216982616,0.0,0.0
"[-23, -32, 5, 12, -47, 54, -24, 0, 0, 0]",0.0,-178.11103228494653,0.0,0.0
"[-23, -32, 5, 12, -47, 54, -24, 35, 0, 0]",0.0,-181.91008685764456,0.0,0.0
"[-23, -32, 5, 12, -47, 54, -24, 35, -12, 0]",0.0,-184.0574948626681,0.0,0.0
"[-23, -32, 5, 12, -47, 54, -24, 35, -12, 11]",0.0,0.0,0.0,0.0
"[-42, -33, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,-89.83257119317953,0.0,0.0
"[-42, -33, -36, 0, 0, 0, 0, 0, 0, 0]",0.0,-90.38341131163972,0.0,0.0
"[-42, -33, -36, -4, 0, 0, 0, 0, 0, 0]",0.0,0.0,-109.40203715479083,0.0
"[-42, -33, -36, -4, -29, 0, 0, 0, 0, 0]",-129.83480227013774,0.0,0.0,0.0
"[-42, -33, -36, -4, -29, 32, 0, 0, 0, 0]",0.0,0.0,0.0,-147.98157740963853
"[-42, -33, -36, -4, -29, 32, -29, 0, 0, 0]",-167.87598079991216,0.0,0.0,0.0
"[-42, -33, -36, -4, -29, 32, -29, 32, 0, 0]",0.0,0.0,-178.64395671841638,0.0
"[-42, -33, -36, -4, -29, 32, -29, 32, -22, 0]",0.0,0.0,-178.76808578520556,0.0
"[-42, -33, -36, -4, -29, 32, -29, 32, -22, -1]",0.0,0.0,0.0,0.0
"[4, 48, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,-45.73092270206584,0.0,0.0
"[4, 48, 1, 0, 0, 0, 0, 0, 0, 0]",0.0,-83.27007981840129,0.0,0.0
"[4, 48, 1, 44, 0, 0, 0, 0, 0, 0]",0.0,0.0,-85.66221199851681,0.0
"[4, 48, 1, 44, -9, 0, 0, 0, 0, 0]",0.0,0.0,-87.1779173340766,0.0
"[4, 48, 1, 44, -9, 9, 0, 0, 0, 0]",0.0,0.0,0.0,-91.68723741015914
"[4, 48, 1, 44, -9, 9, 16, 0, 0, 0]",0.0,-145.4300192843157,0.0,0.0
"[4, 48, 1, 44, -9, 9, 16, 52, 0, 0]",0.0,-150.96149978867012,0.0,0.0
"[4, 48, 1, 44, -9, 9, 16, 52, -15, 0]",0.0,-196.77795354502916,0.0,0.0
"[4, 48, 1, 44, -9, 9, 16, 52, -15, 48]",0.0,0.0,0.0,0.0
"[-36, 49, 1, 0, 0, 0, 0, 0, 0, 0]",0.0,-83.65983475651291,0.0,0.0
"[-36, 49, 1, 21, 0, 0, 0, 0, 0, 0]",-100.58127805827924,0.0,0.0,0.0
"[-36, 49, 1, 21, -28, 0, 0, 0, 0, 0]",0.0,0.0,-142.08712635390188,0.0
"[-36, 49, 1, 21, -28, -44, 0, 0, 0, 0]",0.0,0.0,-173.81206380514377,0.0
"[-36, 49, 1, 21, -28, -44, 40, 0, 0, 0]",0.0,0.0,-174.16951046879475,0.0
"[-36, 49, 1, 21, -28, -44, 40, -3, 0, 0]",0.0,-202.98607214045413,0.0,0.0
"[-36, 49, 1, 21, -28, -44, 40, -3, 38, 0]",0.0,0.0,0.0,-215.79367493999337
"[-36, 49, 1, 21, -28, -44, 40, -3, 38, 26]",0.0,0.0,0.0,0.0
"[5, -13, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,-7.5255184632689565,0.0,0.0
"[5, -13, 12, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-38.766334213728065,0.0
"[5, -13, 12, 40, 0, 0, 0, 0, 0, 0]",0.0,-50.8086090773435,0.0,0.0
"[5, -13, 12, 40, -23, 0, 0, 0, 0, 0]",-69.0907584186281,0.0,0.0,0.0
"[5, -13, 12, 40, -23, 31, 0, 0, 0, 0]",0.0,0.0,-90.43143121493216,0.0
"[5, -13, 12, 40, -23, 31, -31, 0, 0, 0]",0.0,0.0,-93.7906313047018,0.0
"[5, -13, 12, 40, -23, 31, -31, -11, 0, 0]",-109.10465362953866,0.0,0.0,0.0
"[5, -13, 12, 40, -23, 31, -31, -11, -26, 0]",0.0,0.0,0.0,-122.23522627474944
"[5, -13, 12, 40, -23, 31, -31, -11, -26, -24]",0.0,0.0,0.0,0.0
"[2, 0, 31, 0, 0, 0, 0, 0, 0, 0]",-69.2661597259286,0.0,0.0,0.0
"[2, 0, 31, -49, 0, 0, 0, 0, 0, 0]",0.0,0.0,-109.24862668332727,0.0
"[2, 0, 31, -49, -43, 0, 0, 0, 0, 0]",-122.3005655150279,0.0,0.0,0.0
"[2, 0, 31, -49, -43, 26, 0, 0, 0, 0]",-134.70064649358213,0.0,0.0,0.0
"[2, 0, 31, -49, -43, 26, 25, 0, 0, 0]",-137.0450260063506,0.0,0.0,0.0
"[2, 0, 31, -49, -43, 26, 25, -9, 0, 0]",-155.8835359013507,0.0,0.0,0.0
"[2, 0, 31, -49, -43, 26, 25, -9, -29, 0]",-185.17079534890905,0.0,0.0,0.0
"[2, 0, 31, -49, -43, 26, 25, -9, -29, -37]",0.0,0.0,0.0,0.0
"[34, 23, 0, 0, 0, 0, 0, 0, 0, 0]",-38.53371117476107,0.0,0.0,0.0
"[34, 23, 17, 0, 0, 0, 0, 0, 0, 0]",0.0,-38.68061915813632,0.0,0.0
"[34, 23, 17, 3, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-38.67694432368116
"[34, 23, 17, 3, 1, 0, 0, 0, 0, 0]",-53.18109334854087,0.0,0.0,0.0
"[34, 23, 17, 3, 1, 27, 0, 0, 0, 0]",-63.7519892606981,0.0,0.0,0.0
"[34, 23, 17, 3, 1, 27, 24, 0, 0, 0]",-75.15126115977124,0.0,0.0,0.0
"[34, 23, 17, 3, 1, 27, 24, 24, 0, 0]",0.0,0.0,-109.71048961755041,0.0
"[34, 23, 17, 3, 1, 27, 24, 24, 42, 0]",-135.9145161937921,0.0,0.0,0.0
"[34, 23, 17, 3, 1, 27, 24, 24, 42, -35]",0.0,0.0,0.0,0.0
"[15, -11, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,-46.250936737990095,0.0,0.0
"[15, -11, -42, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-78.46687653825154,0.0
"[15, -11, -42, -39, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-111.22571360493241
"[15, -11, -42, -39, -39, 0, 0, 0, 0, 0]",-120.75945616606323,0.0,0.0,0.0
"[15, -11, -42, -39, -39, 22, 0, 0, 0, 0]",0.0,0.0,0.0,-131.1538134354873
"[15, -11, -42, -39, -39, 22, -21, 0, 0, 0]",0.0,-147.05949502938228,0.0,0.0
"[15, -11, -42, -39, -39, 22, -21, -27, 0, 0]",0.0,-192.18753244199593,0.0,0.0
"[15, -11, -42, -39, -39, 22, -21, -27, -46, 0]",0.0,-215.3198331737649,0.0,0.0
"[15, -11, -42, -39, -39, 22, -21, -27, -46, 35]",0.0,0.0,0.0,0.0
"[1, -3, 0, 0, 0, 0, 0, 0, 0, 0]",-49.51087104948114,0.0,0.0,0.0
"[1, -3, 50, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-61.595878443959194,0.0
"[1, -3, 50, -23, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-79.17808051391873
"[1, -3, 50, -23, 30, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-89.9447846903318
"[1, -3, 50, -23, 30, 24, 0, 0, 0, 0]",0.0,0.0,0.0,-94.33623995466718
"[1, -3, 50, -23, 30, 24, 15, 0, 0, 0]",-110.68208989919582,0.0,0.0,0.0
"[1, -3, 50, -23, 30, 24, 15, -27, 0, 0]",0.0,0.0,0.0,-119.12902674165485
"[1, -3, 50, -23, 30, 24, 15, -27, -19, 0]",0.0,-158.99490029749862,0.0,0.0
"[1, -3, 50, -23, 30, 24, 15, -27, -19, 45]",0.0,0.0,0.0,0.0
"[1, 21, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-27.737335249193116,0.0
"[1, 21, 31, 0, 0, 0, 0, 0, 0, 0]",0.0,-28.14740516508048,0.0,0.0
"[1, 21, 31, -3, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-42.09837972077996
"[1, 21, 31, -3, 27, 0, 0, 0, 0, 0]",-42.75828287105976,0.0,0.0,0.0
"[1, 21, 31, -3, 27, -4, 0, 0, 0, 0]",-90.0073130631526,0.0,0.0,0.0
"[1, 21, 31, -3, 27, -4, 49, 0, 0, 0]",0.0,0.0,0.0,-126.79293931716886
"[1, 21, 31, -3, 27, -4, 49, 43, 0, 0]",0.0,0.0,-128.086696088156,0.0
"[1, 21, 31, -3, 27, -4, 49, 43, -7, 0]",0.0,0.0,0.0,-157.26944257361797
"[1, 21, 31, -3, 27, -4, 49, 43, -7, -37]",0.0,0.0,0.0,0.0
"[-29, -36, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-91.97493542198909
"[-29, -36, 48, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-131.17101559307267
"[-29, -36, 48, -43, 0, 0, 0, 0, 0, 0]",0.0,-152.2368628064593,0.0,0.0
"[-29, -36, 48, -43, -31, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-152.40408786030477
"[-29, -36, 48, -43, -31, -2, 0, 0, 0, 0]",0.0,-203.6581989844487,0.0,0.0
"[-29, -36, 48, -43, -31, -2, 51, 0, 0, 0]",0.0,0.0,-209.02359964414384,0.0
"[-29, -36, 48, -43, -31, -2, 51, 17, 0, 0]",0.0,0.0,-220.37108549141027,0.0
"[-29, -36, 48, -43, -31, -2, 51, 17, -22, 0]",0.0,0.0,0.0,-220.6695109323358
"[-29, -36, 48, -43, -31, -2, 51, 17, -22, -2]",0.0,0.0,0.0,0.0
"[-38, 25, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-89.55983818411127,0.0
"[-38, 25, 48, 0, 0, 0, 0, 0, 0, 0]",-104.5846443373642,0.0,0.0,0.0
"[-38, 25, 48, 28, 0, 0, 0, 0, 0, 0]",0.0,0.0,-119.23329089147086,0.0
"[-38, 25, 48, 28, -26, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-119.99614000913034
"[-38, 25, 48, 28, -26, 7, 0, 0, 0, 0]",0.0,-133.36443340823084,0.0,0.0
"[-38, 25, 48, 28, -26, 7, 26, 0, 0, 0]",-161.42296740185978,0.0,0.0,0.0
"[-38, 25, 48, 28, -26, 7, 26, -36, 0, 0]",0.0,0.0,-162.58937243265385,0.0
"[-38, 25, 48, 28, -26, 7, 26, -36, -6, 0]",0.0,-173.25489555527335,0.0,0.0
"[-38, 25, 48, 28, -26, 7, 26, -36, -6, -22]",0.0,0.0,0.0,0.0
"[-21, -27, 0, 0, 0, 0, 0, 0, 0, 0]",-28.273258523895176,0.0,0.0,0.0
"[-21, -27, -8, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-28.730188169822995,0.0
"[-21, -27, -8, -3, 0, 0, 0, 0, 0, 0]",-36.19344750931136,0.0,0.0,0.0
"[-21, -27, -8, -3, -18, 0, 0, 0, 0, 0]",-45.40383304127112,0.0,0.0,0.0
"[-21, -27, -8, -3, -18, 22, 0, 0, 0, 0]",0.0,0.0,0.0,-62.31954757093713
"[-21, -27, -8, -3, -18, 22, 30, 0, 0, 0]",-89.09188217617641,0.0,0.0,0.0
"[-21, -27, -8, -3, -18, 22, 30, 37, 0, 0]",0.0,0.0,0.0,-123.8794162242284
"[-21, -27, -8, -3, -18, 22, 30, 37, -40, 0]",-174.97982596941773,0.0,0.0,0.0
"[-21, -27, -8, -3, -18, 22, 30, 37, -40, -49]",0.0,0.0,0.0,0.0
"[14, -8, 0, 0, 0, 0, 0, 0, 0, 0]",-13.865709231873403,0.0,0.0,0.0
"[14, -8, -18, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-14.741590208800456,0.0
"[14, -8, -18, -5, 0, 0, 0, 0, 0, 0]",-26.92961323311643,0.0,0.0,0.0
"[14, -8, -18, -5, -23, 0, 0, 0, 0, 0]",0.0,-38.15601518048284,0.0,0.0
"[14, -8, -18, -5, -23, -22, 0, 0, 0, 0]",0.0,0.0,-79.0019625061417,0.0
"[14, -8, -18, -5, -23, -22, -44, 0, 0, 0]",0.0,0.0,-79.04787819644072,0.0
"[14, -8, -18, -5, -23, -22, -44, 2, 0, 0]",-134.0020824043177,0.0,0.0,0.0
"[14, -8, -18, -5, -23, -22, -44, 2, 53, 0]",0.0,0.0,-154.69671188443922,0.0
"[14, -8, -18, -5, -23, -22, -44, 2, 53, -31]",0.0,0.0,0.0,0.0
"[15, -30, 0, 0, 0, 0, 0, 0, 0, 0]",-51.85564370911936,0.0,0.0,0.0
"[15, -30, -36, 0, 0, 0, 0, 0, 0, 0]",0.0,-54.5544139412979,0.0,0.0
"[15, -30, -36, -10, 0, 0, 0, 0, 0, 0]",0.0,-55.01818481839067,0.0,0.0
"[15, -30, -36, -10, 5, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-81.83313237774315
"[15, -30, -36, -10, 5, -35, 0, 0, 0, 0]",0.0,0.0,0.0,-114.03047865874835
"[15, -30, -36, -10, 5, -35, -39, 0, 0, 0]",-150.5632597514558,0.0,0.0,0.0
"[15, -30, -36, -10, 5, -35, -39, -41, 0, 0]",0.0,0.0,0.0,-158.1514590607361
"[15, -30, -36, -10, 5, -35, -39, -41, -18, 0]",0.0,0.0,0.0,-175.983421229346
"[15, -30, -36, -10, 5, -35, -39, -41, -18, 30]",0.0,0.0,0.0,0.0
"[49, 40, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-96.79950711220336,0.0
"[49, 40, 31, 0, 0, 0, 0, 0, 0, 0]",0.0,-99.61514666739654,0.0,0.0
"[49, 40, 31, -10, 0, 0, 0, 0, 0, 0]",0.0,-99.73215190169742,0.0,0.0
"[49, 40, 31, -10, -1, 0, 0, 0, 0, 0]",0.0,-133.85631384606694,0.0,0.0
"[49, 40, 31, -10, -1, 42, 0, 0, 0, 0]",0.0,0.0,0.0,-147.94811352095215
"[49, 40, 31, -10, -1, 42, -25, 0, 0, 0]",0.0,-150.2546636107028,0.0,0.0
"[49, 40, 31, -10, -1, 42, -25, 11, 0, 0]",-193.8471235538106,0.0,0.0,0.0
"[49, 40, 31, -10, -1, 42, -25, 11, -45, 0]",0.0,0.0,0.0,-199.51127441135606
"[49, 40, 31, -10, -1, 42, -25, 11, -45, 17]",0.0,0.0,0.0,0.0
"[27, -31, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-40.42910584576159,0.0
"[27, -31, -14, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-63.85906882113103
"[27, -31, -14, -33, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-72.15009253844946
"[27, -31, -14, -33, 21, 0, 0, 0, 0, 0]",0.0,-83.23824860392108,0.0,0.0
"[27, -31, -14, -33, 21, -22, 0, 0, 0, 0]",0.0,-117.6579436403448,0.0,0.0
"[27, -31, -14, -33, 21, -22, 42, 0, 0, 0]",-137.22499589346296,0.0,0.0,0.0
"[27, -31, -14, -33, 21, -22, 42, -30, 0, 0]",0.0,-183.34871295807412,0.0,0.0
"[27, -31, -14, -33, 21, -22, 42, -30, 49, 0]",0.0,0.0,-235.21630017364288,0.0
"[27, -31, -14, -33, 21, -22, 42, -30, 49, -49]",0.0,0.0,0.0,0.0
"[14, -10, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,-13.170887937241883,0.0,0.0
"[14, -10, 19, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-60.179312596255585,0.0
"[14, -10, 19, -47, 0, 0, 0, 0, 0, 0]",0.0,0.0,-108.76263872627777,0.0
"[14, -10, 19, -47, -48, 0, 0, 0, 0, 0]",0.0,0.0,-154.3677674977883,0.0
"[14, -10, 19, -47, -48, 48, 0, 0, 0, 0]",0.0,-181.0339306429589,0.0,0.0
"[14, -10, 19, -47, -48, 48, 37, 0, 0, 0]",-211.6173873169322,0.0,0.0,0.0
"[14, -10, 19, -47, -48, 48, 37, -38, 0, 0]",0.0,0.0,-238.96257015184986,0.0
"[14, -10, 19, -47, -48, 48, 37, -38, -35, 0]",0.0,0.0,-296.933156039141,0.0
"[14, -10, 19, -47, -48, 48, 37, -38, -35, 54]",0.0,0.0,0.0,0.0
"[-37, -9, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-35.22025493861558,0.0
"[-37, -9, -11, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-82.65862508412265
"[-37, -9, -11, -47, 0, 0, 0, 0, 0, 0]",0.0,0.0,-107.61923788649365,0.0
"[-37, -9, -11, -47, -34, 0, 0, 0, 0, 0]",0.0,0.0,-164.7704978881996,0.0
"[-37, -9, -11, -47, -34, 54, 0, 0, 0, 0]",0.0,0.0,0.0,-179.41465722622831
"[-37, -9, -11, -47, -34, 54, 28, 0, 0, 0]",0.0,-221.34297246016126,0.0,0.0
"[-37, -9, -11, -47, -34, 54, 28, 46, 0, 0]",-242.58857811575783,0.0,0.0,0.0
"[-37, -9, -11, -47, -34, 54, 28, 46, -31, 0]",0.0,0.0,0.0,-246.29161248149123
"[-37, -9, -11, -47, -34, 54, 28, 46, -31, 14]",0.0,0.0,0.0,0.0
"[-12, -16, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-13.27047657753527,0.0
"[-12, -16, -12, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-57.35337597540443,0.0
"[-12, -16, -12, 47, 0, 0, 0, 0, 0, 0]",0.0,0.0,-97.60363331650781,0.0
"[-12, -16, -12, 47, -43, 0, 0, 0, 0, 0]",0.0,-109.74871577978548,0.0,0.0
"[-12, -16, -12, 47, -43, -23, 0, 0, 0, 0]",0.0,-129.9748951629726,0.0,0.0
"[-12, -16, -12, 47, -43, -23, 32, 0, 0, 0]",0.0,-177.7420074159629,0.0,0.0
"[-12, -16, -12, 47, -43, -23, 32, 49, 0, 0]",0.0,0.0,-179.20073416176535,0.0
"[-12, -16, -12, 47, -43, -23, 32, 49, 9, 0]",0.0,-180.06274690684742,0.0,0.0
"[-12, -16, -12, 47, -43, -23, 32, 49, 9, -5]",0.0,0.0,0.0,0.0
"[-44, 49, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-118.67484063542335,0.0
"[-44, 49, -38, 0, 0, 0, 0, 0, 0, 0]",0.0,-119.62160794141892,0.0,0.0
"[-44, 49, -38, 7, 0, 0, 0, 0, 0, 0]",0.0,-120.31134350307676,0.0,0.0
"[-44, 49, -38, 7, -4, 0, 0, 0, 0, 0]",-151.95693460096166,0.0,0.0,0.0
"[-44, 49, -38, 7, -4, 40, 0, 0, 0, 0]",0.0,0.0,-158.45386818795419,0.0
"[-44, 49, -38, 7, -4, 40, 19, 0, 0, 0]",0.0,-191.33031734121985,0.0,0.0
"[-44, 49, -38, 7, -4, 40, 19, -39, 0, 0]",-191.31061506755026,-205.22316741671762,0.0,0.0
"[-44, 49, -38, 7, -4, 40, 19, -39, 0, 27]",0.0,0.0,0.0,0.0
"[-16, -18, 0, 0, 0, 0, 0, 0, 0, 0]",-31.28393318051442,0.0,0.0,0.0
"[-16, -18, -27, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-31.300320150557017,0.0
"[-16, -18, -27, 2, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-41.14787890603864
"[-16, -18, -27, 2, -21, 0, 0, 0, 0, 0]",-56.908592443402156,0.0,0.0,0.0
"[-16, -18, -27, 2, -21, 29, 0, 0, 0, 0]",0.0,0.0,0.0,-90.40894364464161
"[-16, -18, -27, 2, -21, 29, -39, 0, 0, 0]",0.0,-143.81627313954695,0.0,0.0
"[-16, -18, -27, 2, -21, 29, -39, 52, 0, 0]",0.0,0.0,0.0,-147.79425059013494
"[-16, -18, -27, 2, -21, 29, -39, 52, -13, 0]",0.0,0.0,0.0,-148.22605687195647
"[-16, -18, -27, 2, -21, 29, -39, 52, -13, -3]",0.0,0.0,0.0,0.0
"[-3, 26, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-43.54444235384667
"[-3, 26, -37, 0, 0, 0, 0, 0, 0, 0]",-48.29619681286999,0.0,0.0,0.0
"[-3, 26, -37, 16, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-97.59706643358473
"[-3, 26, -37, 16, 50, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-99.70411926503108
"[-3, 26, -37, 16, 50, -9, 0, 0, 0, 0]",0.0,0.0,-109.44565468766068,0.0
"[-3, 26, -37, 16, 50, -9, -21, 0, 0, 0]",-109.72971854184958,0.0,0.0,0.0
"[-3, 26, -37, 16, 50, -9, -21, 4, 0, 0]",0.0,0.0,-113.7241609541811,0.0
"[-3, 26, -37, 16, 50, -9, -21, 4, 15, 0]",-115.52497906962785,0.0,0.0,0.0
"[-3, 26, -37, 16, 50, -9, -21, 4, 15, 10]",0.0,0.0,0.0,0.0
"[41, -1, 9, 0, 0, 0, 0, 0, 0, 0]",-52.0200492958097,0.0,0.0,0.0
"[41, -1, 9, 29, 0, 0, 0, 0, 0, 0]",0.0,0.0,-52.38943594384211,0.0
"[41, -1, 9, 29, -3, 0, 0, 0, 0, 0]",0.0,-91.2455556160778,0.0,0.0
"[41, -1, 9, 29, -3, -43, 0, 0, 0, 0]",0.0,-125.8062914363872,0.0,0.0
"[41, -1, 9, 29, -3, -43, 42, 0, 0, 0]",-133.84756435188817,0.0,0.0,0.0
"[41, -1, 9, 29, -3, -43, 42, -19, 0, 0]",-137.04717346122897,0.0,0.0,0.0
"[41, -1, 9, 29, -3, -43, 42, -19, -11, 0]",0.0,-139.67393158762127,0.0,0.0
"[41, -1, 9, 29, -3, -43, 42, -19, -11, 12]",0.0,0.0,0.0,0.0
"[8, -34, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,-51.69436023650216,0.0,0.0
"[8, -34, 36, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-78.7619271598555,0.0
"[8, -34, 36, 37, 0, 0, 0, 0, 0, 0]",-116.01598723283809,0.0,0.0,0.0
"[8, -34, 36, 37, -42, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-117.13551350699869
"[8, -34, 36, 37, -42, 8, 0, 0, 0, 0]",0.0,-121.37711096284178,-117.1381510343781,0.0
"[8, -34, 36, 37, -42, 8, 0, 15, 0, 0]",0.0,0.0,0.0,-149.16610485697777
"[8, -34, 36, 37, -42, 8, 0, 15, 38, 0]",0.0,0.0,0.0,-160.11891270222094
"[8, -34, 36, 37, -42, 8, 0, 15, 38, 24]",0.0,0.0,0.0,0.0
"[-17, 29, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,-54.17035243646618,0.0,0.0
"[-17, 29, 39, 0, 0, 0, 0, 0, 0, 0]",-54.790550178260965,0.0,0.0,0.0
"[-17, 29, 39, 6, 0, 0, 0, 0, 0, 0]",-83.82459820863436,0.0,0.0,0.0
"[-17, 29, 39, 6, 39, 0, 0, 0, 0, 0]",0.0,0.0,-87.45856672823095,0.0
"[-17, 29, 39, 6, 39, -12, 0, 0, 0, 0]",0.0,-89.21670652578406,0.0,0.0
"[-17, 29, 39, 6, 39, -12, -8, 0, 0, 0]",-90.65307954970591,0.0,0.0,0.0
"[-17, 29, 39, 6, 39, -12, -8, 9, 0, 0]",0.0,-148.14873588429958,0.0,0.0
"[-17, 29, 39, 6, 39, -12, -8, 9, 54, 0]",0.0,-149.26280963772712,0.0,0.0
"[-17, 29, 39, 6, 39, -12, -8, 9, 54, 8]",0.0,0.0,0.0,0.0
"[-15, -14, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,-25.51799394712607,0.0,0.0
"[-15, -14, 28, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-30.53490630220962
"[-15, -14, 28, -14, 0, 0, 0, 0, 0, 0]",0.0,-76.57351373344491,0.0,0.0
"[-15, -14, 28, -14, 48, 0, 0, 0, 0, 0]",0.0,-127.15797736227098,0.0,0.0
"[-15, -14, 28, -14, 48, -49, 0, 0, 0, 0]",0.0,0.0,0.0,-135.75472093777947
"[-15, -14, 28, -14, 48, -49, 21, 0, 0, 0]",0.0,-184.71521739039702,0.0,0.0
"[-15, -14, 28, -14, 48, -49, 21, 50, 0, 0]",0.0,0.0,0.0,-186.31741034699886
"[-15, -14, 28, -14, 48, -49, 21, 50, 10, 0]",0.0,0.0,-190.21113819055319,0.0
"[-15, -14, 28, -14, 48, -49, 21, 50, 10, -12]",0.0,0.0,0.0,0.0
"[28, 54, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-72.87717359015613
"[28, 54, -5, 0, 0, 0, 0, 0, 0, 0]",0.0,-73.22331397902008,0.0,0.0
"[28, 54, -5, 5, 0, 0, 0, 0, 0, 0]",0.0,0.0,-85.56219780581341,0.0
"[28, 54, -5, 5, 25, 0, 0, 0, 0, 0]",0.0,-102.16767436206527,0.0,0.0
"[28, 54, -5, 5, 25, 29, 0, 0, 0, 0]",0.0,-103.01616632270103,0.0,0.0
"[28, 54, -5, 5, 25, 29, 7, 0, 0, 0]",0.0,-152.06957874142506,0.0,0.0
"[28, 54, -5, 5, 25, 29, 7, -48, 0, 0]",0.0,0.0,0.0,-158.15996119657518
"[28, 54, -5, 5, 25, 29, 7, -48, 18, 0]",0.0,0.0,0.0,-191.19486594390602
"[28, 54, -5, 5, 25, 29, 7, -48, 18, -39]",0.0,0.0,0.0,0.0
"[41, -14, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-49.099436348448705,0.0
"[41, -14, -22, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-52.60347668917935,0.0
"[41, -14, -22, -12, 0, 0, 0, 0, 0, 0]",0.0,-57.862729824990296,0.0,0.0
"[41, -14, -22, -12, 17, 0, 0, 0, 0, 0]",-59.08983941480505,0.0,0.0,0.0
"[41, -14, -22, -12, 17, 8, 0, 0, 0, 0]",0.0,0.0,0.0,-68.99957587265285
"[41, -14, -22, -12, 17, 8, -21, 0, 0, 0]",0.0,0.0,0.0,-90.9550554951428
"[41, -14, -22, -12, 17, 8, -21, 34, 0, 0]",0.0,-116.28042636086138,0.0,0.0
"[41, -14, -22, -12, 17, 8, -21, 34, 36, 0]",-117.62090063992004,0.0,0.0,0.0
"[41, -14, -22, -12, 17, 8, -21, 34, 36, 9]",0.0,0.0,0.0,0.0
"[4, 12, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-15.209313923160371
"[4, 12, 25, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-64.46752655903919
"[4, 12, 25, -48, 0, 0, 0, 0, 0, 0]",-65.64467286733495,0.0,0.0,0.0
"[4, 12, 25, -48, -6, 0, 0, 0, 0, 0]",-104.79831667701917,0.0,0.0,0.0
"[4, 12, 25, -48, -6, -43, 0, 0, 0, 0]",-140.1668328839168,0.0,0.0,0.0
"[4, 12, 25, -48, -6, -43, -41, 0, 0, 0]",-189.22844454382366,0.0,0.0,0.0
"[4, 12, 25, -48, -6, -43, -41, 50, 0, 0]",-215.86332489422242,0.0,0.0,0.0
"[4, 12, 25, -48, -6, -43, -41, 50, 37, 0]",0.0,-232.17331382921685,0.0,0.0
