,RL_NSGAII,NSGAII,SPEA2,NSGAIII
ZDT1,0.004293902843046599,0.0045957350204249205,0.0038328056392075544,0.003787129752623447,
ZDT1,0.004430584332249972,0.0044226150541716944,0.003916380176736262,0.0037913011542894774,
ZDT1,0.004629115999087865,0.004646276108314328,0.0038848134052692773,0.003837079990259822,
ZDT1,0.004317091166414399,0.004396742313314745,0.0038031973222673325,0.0038488603842901127,
ZDT1,0.004417000865851608,0.0045230462453262526,0.003933751827362198,0.0038225679199959542,
ZDT1,0.004541682017579136,0.00458057900896989,0.003942228688161605,0.003781561474090316,
ZDT1,0.004373609396057308,0.004419844808029654,0.003804814583074502,0.0038127876158628032,
ZDT1,0.004381053666087956,0.004325065406561056,0.003827392813232531,0.003796342285372766,
ZDT1,0.0045739530739349445,0.004394864172329944,0.0038860343529365754,0.004143146523037429,
ZDT1,0.004397946307403054,0.004272276095266127,0.0038670345083069973,0.0037996046542836137,
ZDT1,0.004307662157620361,0.004458509559120592,0.003855292630437935,0.0038247979582740816,
ZDT1,0.0042858772215333745,0.004422849985974578,0.003823279718976157,0.003820103023774384,
ZDT1,0.004589869521064232,0.004630623130345546,0.003980479642805144,0.0037969973870503448,
ZDT1,0.004149370886291459,0.004514796106852518,0.0038409510854315464,0.0037051750011295684,
ZDT1,0.004301638207639092,0.004353236722016296,0.0038815458392880095,0.0038451578647125885,
ZDT1,0.00443595083196794,0.00454689237815871,0.0038877528948430143,0.0037780974222590834,
ZDT1,0.004388996011853138,0.004496065442163419,0.003810390578132625,0.0038313779616898865,
ZDT1,0.004450450137463762,0.004718909519124911,0.0038781469013232086,0.003790699016734272,
ZDT1,0.004463518107175255,0.004423260215143718,0.0038125942993797687,0.003810465982089199,
ZDT1,0.004443530815528439,0.004497400579433522,0.0038155154988346826,0.0037147611627154414,
ZDT1,0.004424870417844507,0.0046845034107268185,0.0039594311339834366,0.003788021844396926,
ZDT1,0.004537597027604267,0.004409942901611506,0.003943023768108304,0.003825176724964666,
ZDT1,0.004400234340733425,0.004465014072580222,0.0040491231401189156,0.0037885172200959553,
ZDT1,0.004774738907420238,0.004495456223230887,0.003750190340279425,0.0038187980217126776,
ZDT1,0.004290483455667932,0.004561712028278239,0.0037493472207282726,0.0039208723988995295,
ZDT1,0.004352225564472051,0.004396933732493273,0.0038056079955087322,0.0038154403944166766,
ZDT1,0.00428449750341891,0.00444254238914876,0.012437114710510549,0.0037869900163188816,
ZDT1,0.004272026775062335,0.004488036784559842,0.003933711248339692,0.0037874011462521394,
ZDT1,0.004588540706132726,0.004410490062857902,0.00386138303825712,0.0037775953326445494,
ZDT1,0.004364237811256212,0.004522252098421228,0.0038996477521806108,0.003762907930860601,
ZDT1,0.004259842658943728,0.004490478533018017,0.003916419228338861,0.0038199067362829557,
ZDT1,0.0042262517760233535,0.004415009453576476,0.003838379718630647,0.0038112008023259264,
ZDT1,0.004271064739738993,0.004478691693645164,0.0038357474615166053,0.0038075696995365058,
ZDT1,0.004397532550780566,0.004445722162928921,0.0038044236511227364,0.0038422168915373048,
ZDT1,0.0041784107925693014,0.004354085252446692,0.0038593801998004448,0.0038140872620372737,
ZDT1,0.004353454490817873,0.004277346100640627,0.003915094690752286,0.003829334974290084,
ZDT1,0.0043063746981120785,0.004653788457765498,0.003844022707460729,0.0038156269666784984,
ZDT1,0.004405919828989497,0.004385751372704109,0.0038386756849577517,0.0038350128546353612,
ZDT1,0.004418077005069228,0.004680324136403034,0.0039444725252611975,0.003820807890423811,
ZDT1,0.004503187661067074,0.00438438202654496,0.003911514986173676,0.003818639032965803,
ZDT1,0.00423964872917076,0.0046341202297475684,0.0039262720568470875,0.0038059090876618926,
ZDT1,0.00442774713222821,0.004596142845693727,0.0038648352573308208,0.0038132711848781428,
ZDT1,0.004332521371462194,0.004456804722565286,0.003882925579882112,0.0038327435528574465,
ZDT1,0.0044585374583247465,0.004367891434737646,0.0037898863358370415,0.0038479410498212813,
ZDT2,0.004800090402369038,0.004599633749938881,0.014819118321040171,0.003755751573024661,
ZDT2,0.004581016062515098,0.0047170590858480466,0.004859664142231776,0.0037255124754132845,
ZDT2,0.004383784835077303,0.004680773381429812,0.13393626822138827,0.003740189570157423,
ZDT2,0.004474726796938383,0.004687462100787665,0.06747628406275274,0.0037102117354086096,
ZDT2,0.004399847180787716,0.004367615834892868,0.08685337640156328,0.0037170233712073334,
ZDT2,0.004406184959005068,0.004563475494274911,0.003806267566386203,0.003743514390659255,
ZDT2,0.004598453159220995,0.0043980628639500455,0.0038328093592122775,0.0037313902168807345,
ZDT2,0.004367027556161926,0.004556710149055038,0.15472232603590946,0.0037238393746105826,
ZDT2,0.004557958273574252,0.004935204815721237,0.024399997251873598,0.0037304100835075476,
ZDT2,0.004590905559700686,0.004409404682806834,0.11456117657051289,0.0037375342210660555,
ZDT2,0.004427862031777903,0.004474336140134899,0.045201484438258464,0.0037315557479223427,
ZDT2,0.004465523688714831,0.005055920405245824,0.003942669921922504,0.00373513515351218,
ZDT2,0.004390358843663017,0.004530477325054815,0.054889108519687875,0.003745126322225331,
ZDT2,0.004512333134597484,0.00441073953247276,0.0061768393460060805,0.00373415670553188,
ZDT2,0.0048430596634456875,0.004830501835218498,0.003891728700088414,0.0037520466074323754,
ZDT2,0.004559920919319133,0.004856625763824042,0.02578151905305989,0.00374031443395165,
ZDT2,0.0043229847903982314,0.004442726073328561,0.115610753396834,0.0037346267025693924,
ZDT2,0.004717050377318997,0.0046607506557099386,0.003832931380019387,0.003743632082194855,
ZDT2,0.004380946310961159,0.004650144176082547,0.032346281433214864,0.003756006317247921,
ZDT2,0.004637108921391074,0.004857654967382863,0.0709389087866526,0.003736067614633854,
ZDT2,0.004447489815657703,0.004681319511376035,0.068784199141557,0.0037324967344885955,
ZDT2,0.004510140220212915,0.004598975157321848,0.0041041939987836685,0.003729369077085555,
ZDT2,0.004427674099960691,0.004517559691915343,0.10417065172725834,0.0037465790766359284,
ZDT2,0.004336958848802273,0.004628196854391951,0.10396618357450928,0.003743282910198438,
ZDT2,0.004486773992253494,0.004448942121601753,0.0946581671762525,0.0037227316828108512,
ZDT2,0.0044164958107564805,0.004867383678824613,0.0038776568650279977,0.003755900324697,
ZDT2,0.00460819292124601,0.004507870551680893,0.04915730174803103,0.0036918102014146473,
ZDT2,0.0046419045694957245,0.004560306866458225,0.0042902893658973784,0.003740307271029811,
ZDT2,0.004575182958789659,0.004475643554568998,0.003845850905586461,0.0037350983683922057,
ZDT2,0.004536026030540664,0.004791811046111923,0.05470198740824925,0.003751641930815492,
ZDT2,0.004373242795576829,0.0046759723739526575,0.03433881491718464,0.0037535607832832633,
ZDT2,0.004379231573548291,0.004832433520621301,0.007717277904982008,0.003761945580661624,
ZDT2,0.004629560066722178,0.00444729334788359,0.004099923213250664,0.0037405668506919976,
ZDT2,0.004298025314802036,0.004506393570504062,0.003994182162504206,0.0037710969597984567,
ZDT2,0.004398690385899756,0.0046862542938813905,0.051489681586389544,0.003733531667056581,
ZDT2,0.004292307089642477,0.004396207000773831,0.0700736036861503,0.0037269999069763746,
ZDT2,0.004452600061579343,0.004409981821613514,0.028861631961228915,0.003754360934639521,
ZDT2,0.004339496856124424,0.004572656638472605,0.039646398202885305,0.0037265193763579216,
ZDT2,0.004593626217083867,0.0046320118007816885,0.01510672452024622,0.003742783843110301,
ZDT2,0.0044812752416454596,0.004524342305743723,0.05868097329929045,0.0037261398926972996,
ZDT2,0.004443373432411154,0.004523407127852192,0.1564235485769959,0.0037112586274931016,
ZDT2,0.004497863245741244,0.0045458669925793884,0.003942533655293498,0.003727380693151962,
ZDT2,0.004518417761311316,0.004503223106745791,0.02755744192507697,0.003720592084129902,
ZDT2,0.004249466518671513,0.00453353642792201,0.03876072546492261,0.0037422614397568197,
ZDT2,0.004414255035298878,0.004437076553606125,0.033509480930816286,0.0037540922469032462,
ZDT2,0.004824318397967423,0.004674607015659716,0.043168158396790314,0.0037213387585688985,
ZDT2,0.004425654993344925,0.004612632403111897,0.0655247921871252,0.0037165592116812527,
ZDT2,0.004542902267962674,0.0043702078243781995,0.08292350301672895,0.003847793819803746,
ZDT2,0.00451713810441065,0.004539395174317974,0.0725029119227872,0.0037377467833110928,
ZDT2,0.004575833622840218,0.004574519603291467,0.00385385929922614,0.0037219855461850452,
ZDT2,0.004377957987005714,0.004401752728462805,0.0039232824216440644,0.003726298625428169,
ZDT2,0.004414455461466933,0.004247454477195148,0.06118343291135921,0.0037419230591658834,
ZDT2,0.004488871873400734,0.004693719617801487,0.0039112501804495,0.003741619678262783,
ZDT2,0.0043613558041155935,0.004511271217864916,0.00393824385587606,0.0037405232699654805,
ZDT2,0.004349535938717636,0.004590778512098969,0.004088750068587699,0.003734641890215117,
ZDT2,0.0046668664005681156,0.004635320608446616,0.003910158558321823,0.0037138735398409436,
ZDT2,0.004566637916116027,0.0049849425394892025,0.12268722524069924,0.003729862140531234,
ZDT2,0.004245989385513112,0.004451992593403245,0.06341901139285397,0.0037418390533401854,
ZDT2,0.004444496811427441,0.0044842698579570205,0.004144994046028223,0.0037466789822836566,
ZDT2,0.004535165312891913,0.00435315977837916,0.003941582573564721,0.003754140131409765,
ZDT2,0.004356282258778412,0.004585887836705037,0.018080009047917265,0.0037435423060111377,
ZDT2,0.004546946608927989,0.0045451221076161855,0.0868037045021059,0.003730767208560038,
ZDT2,0.0047271985201520605,0.004978792674775395,0.004634214458735568,0.0037203725323552454,
ZDT2,0.0044143902292086,0.004603491916991413,0.09163973079615628,0.003733263617778535,
ZDT2,0.004333348088221611,0.004453959331171725,0.011256299160142641,0.003737164389965708,
ZDT2,0.004467695174596484,0.004467505614149968,0.0037957842047672895,0.003727204847302412,
ZDT2,0.004432726373879035,0.004321937119432838,0.0038140067542595784,0.0037326532021188033,
ZDT2,0.004580700794006855,0.004539617604339172,0.12398806551331552,0.0037108364921875168,
ZDT2,0.004503513502948199,0.00461674953223224,0.024656481744711738,0.003728941343755877,
ZDT2,0.004458986968594782,0.004797533804442917,0.01645014591423898,0.0037728709183278363,
ZDT2,0.00448758030352457,0.004577220820857733,0.1460541934222287,0.0037138484821156526,
ZDT2,0.004389570903647251,0.004555070591133983,0.09355857031330173,0.0037277629647025816,
ZDT2,0.004392715173253092,0.004591503225034242,0.003868770550733499,0.0037235761845353494,
ZDT2,0.0044552067792147255,0.004875047394609371,0.03598517408033191,0.0037583007865424722,
ZDT2,0.004607029037120841,0.004413100235242204,0.0039668836897423666,0.003737719237038381,
ZDT2,0.0042170964588512175,0.0048170172423099705,0.010689256201462626,0.0037231758243264352,
ZDT2,0.00450244087047882,0.0047195560888549995,0.05905474393302284,0.003738863058447025,
ZDT2,0.004571554727873485,0.004484275874574825,0.014288676967705716,0.003740249326772498,
ZDT2,0.004382651494579622,0.004689319270805148,0.01080301086408822,0.0037504909242091714,
ZDT2,0.004633497834591151,0.004452742252456568,0.003980314544786418,0.0037280455505791987,
ZDT2,0.004634878290006744,0.004400391919499837,0.04245867597989799,0.003721715081086371,
ZDT2,0.004474345068594701,0.004380210542250318,0.09427275310354123,0.003727317902866975,
ZDT2,0.004441316573514394,0.0045833893171584586,0.003944154458370411,0.003737078327843561,
ZDT2,0.004453003430272439,0.004528012666883886,0.003828245675993374,0.003749102809917025,
ZDT2,0.0045756927056567346,0.004685421091968542,0.003815587090396862,0.0037506013132653925,
ZDT2,0.004356641754488984,0.004381323966996492,0.01953416073705446,0.0037473965870470378,
ZDT2,0.0043782406587664175,0.004450002786520069,0.003881001100654936,0.003733192469445594,
ZDT2,0.004494385558374098,0.0043432222879792835,0.003959924997827955,0.003725647850361332,
ZDT2,0.004290185508540822,0.004557994824272535,0.023207870007981482,0.003720600271057309,
ZDT2,0.004341066375586241,0.004552658592578031,0.003817816802981854,0.0037392466618367073,
ZDT2,0.004378088897033797,0.0046876688907548005,0.02803649928231075,0.003757873981851284,
ZDT2,0.004463563931399772,0.004793027305397,0.003913533973535232,0.003736291947673244,
ZDT2,0.004649007614656055,0.004760706070977605,0.003964340287481171,0.003742705203084695,
ZDT2,0.004409154448332109,0.004514221009138134,0.004011190820584637,0.0037361340860050463,
ZDT2,0.0043463509026138315,0.004545468602556932,0.033625047530008806,0.0037345616250828067,
ZDT2,0.004456699255649728,0.004600444687823988,0.003810136241968109,0.003718119720219086,
ZDT2,0.0046667665904432274,0.004695288544254742,0.003876644364781797,0.003752004193600595,
ZDT2,0.004491283227189616,0.00466436313598914,0.003845038306395473,0.0037255902395474595,
ZDT2,0.004278233706098352,0.004424465560849339,0.15184087551245493,0.003720668080895533,
ZDT2,0.004493849301640958,0.004697182804544715,0.006673818004581937,0.0037475235380778197,
ZDT2,0.004641079676001238,0.004268313306746099,0.042213432808690395,0.0037507224720545484,
ZDT2,0.004617091650346539,0.004427141530976242,0.01111071998364953,0.0037104272520147447,
ZDT2,0.004615364114191297,0.004428276043921061,0.034710706577849935,0.0037325934594391323,
ZDT2,0.0045351093529056455,0.004439547961321456,0.12428291440060453,0.003731515285249943,
ZDT2,0.004594862149755579,0.004535432767992763,0.0038629062939405665,0.0037561036518363507,
ZDT2,0.004374420650264749,0.005057254379509451,0.0038966457415494935,0.003751928221995973,
ZDT2,0.004518177347748609,0.004546621297195094,0.0037710575682885794,0.003736991512496083,
ZDT2,0.004596640666477111,0.004626743710029772,0.07656920988188226,0.0037272474836490487,
ZDT2,0.004414163334197311,0.00435992828464128,0.0038812641186984765,0.003737962350354939,
ZDT2,0.004444674194402415,0.004376875073096875,0.09228902762256712,0.0037278326653356667,
ZDT2,0.004487941557663065,0.0043122655179007345,0.004014375969059456,0.0037565097564080914,
ZDT2,0.0045638579991082425,0.00442210446943058,0.059310659317394356,0.00371187071120154,
ZDT2,0.004748816624208925,0.004542248691849073,0.0038861711221695504,0.003716387358680251,
ZDT2,0.004433308887602119,0.004535042996437216,0.09926623793419988,0.0037240767243941885,
ZDT2,0.004459506265657992,0.004406993111096593,0.0038491304514508932,0.0037174613412423218,
ZDT2,0.004345746962363923,0.00450518721943346,0.0038388051832639256,0.0037493645951247605,
ZDT2,0.004437373863474263,0.0045844099833260024,0.003967643947616842,0.003729338879130269,
ZDT2,0.004340849277832417,0.0046457220063582,0.004251623370772646,0.0037536975587347896,
ZDT2,0.004364242124085648,0.004689413955688704,0.0038154953498757966,0.003740691623102109,
ZDT2,0.004302300151889084,0.004492308012536099,0.004234790288147861,0.0037561277896989874,
ZDT3,0.0031048382510515606,0.0031381843778003197,0.014337789022779135,0.003435686088443089,
ZDT3,0.0031737382601294073,0.00311380013429125,0.00873247493769598,0.0033330046188432627,
ZDT3,0.0031720171573229347,0.003150331452595571,0.0037498387475978757,0.003511143660225575,
ZDT3,0.003232614327507567,0.00324745026781272,0.003229990567786541,0.0036055956364988914,
ZDT3,0.0031007462720978114,0.0031362374890382396,0.0029480412807446846,0.0034671385519693446,
ZDT3,0.0031576647839395467,0.027827635252844946,0.02785426707035855,0.003646595590705695,
ZDT3,0.003189214730678393,0.003313746792601913,0.003032335268224578,0.003409124059542249,
ZDT3,0.00311319305166186,0.00320116694284089,0.0029808305456958313,0.0036078353595901764,
ZDT3,0.003161308317992404,0.0032309574592981655,0.003255768486641438,0.0032873009060990096,
ZDT3,0.003021419287685456,0.00326910011877245,0.0033229236269093723,0.0034599719454063453,
ZDT3,0.003089332579385185,0.0034373317087681853,0.0037118731715428846,0.0034407151171249764,
ZDT3,0.003112008431487699,0.027854348640138884,0.0031192494965817255,0.003549808448781309,
ZDT3,0.0031159115301323,0.0034556477711528383,0.0035540101049665136,0.0033485227157540112,
ZDT3,0.0031161727099100474,0.0032167098411095907,0.0031132984234274845,0.027925264836173712,
ZDT3,0.003042241615217471,0.003261263408015247,0.0031896691245233617,0.0034621316221612707,
ZDT3,0.0034094624792591296,0.003375914237162028,0.003193965599874616,0.0035603545338551094,
ZDT3,0.003238133535331684,0.0030448506081411195,0.0032775917948265386,0.003412113450237325,
ZDT3,0.0031482237964807827,0.0032469021640269963,0.005887009178364061,0.0036547244436459887,
ZDT3,0.00332031119418,0.0031119814694437102,0.0031834945511856946,0.0036008234235309056,
ZDT3,0.0032013506335096358,0.003769343539762175,0.003566958122884084,0.0036213452340560152,
ZDT3,0.0032341524102967437,0.0031904113420689294,0.003281805797610456,0.003487784959705527,
ZDT3,0.003078466001579645,0.0031239969196573854,0.0030777787670597094,0.0034735552320210965,
ZDT3,0.0033934313219811784,0.003172523919338439,0.003277436628576257,0.0033240592452704236,
ZDT3,0.003319183186059534,0.003414786438820211,0.003085122986183423,0.003360620849532369,
ZDT3,0.0030550525894446376,0.003257251448615328,0.0032486220609533444,0.00349333653867729,
ZDT3,0.0031133337131548514,0.0034657933698930134,0.0032967747046088202,0.0034300214662103716,
ZDT3,0.002817679665623263,0.0032371839925638126,0.003063864857614633,0.0034299174926755945,
ZDT3,0.0032919738511659967,0.003272693993081174,0.0033039211829848925,0.003203230863578931,
ZDT3,0.003230354903699126,0.003310801729674088,0.0029588255376784855,0.0034572520535680194,
ZDT3,0.003103168550068363,0.003221012420728916,0.0032388439034628683,0.0035636276626349874,
ZDT3,0.0032009821132786467,0.0034244404685429652,0.013298658960264218,0.02791730450322968,
ZDT3,0.0031433225182006664,0.0032104386239587544,0.0030718348950878743,0.0034889697982009864,
ZDT3,0.003023826493825278,0.003285600501345985,0.0030672735615920265,0.003581756974651891,
ZDT3,0.003303101551605571,0.0033571945359410767,0.003017850590880613,0.0034004495550971885,
ZDT3,0.0031822895677303354,0.003233827509475227,0.0030488014405756327,0.0035144856999109763,
ZDT3,0.0031252284048026288,0.0032929635575180325,0.0045005565196120385,0.003178514070387115,
ZDT3,0.0030982932099694023,0.003231457700962368,0.0031744062251379376,0.0033663678938626513,
ZDT3,0.003262182626342791,0.0034133127029232924,0.004532195950243504,0.0035958542732280525,
ZDT3,0.0033023278778858867,0.0032655680781511934,0.027625636012420757,0.00352337412155399,
ZDT3,0.0033222808800550422,0.00317082628372368,0.0030609534127847317,0.003572392630011768,
ZDT3,0.003115177977654459,0.003238946060256649,0.003214927510582286,0.003346623572736045,
ZDT3,0.0030627677477588194,0.0034218725951059487,0.0032470873625976946,0.0032925037708807043,
ZDT3,0.0031600710133607214,0.003169035547216661,0.003115160162803144,0.0037269364332834106,
ZDT3,0.0033016615533405895,0.02773069839287634,0.003095721810898228,0.0037320007964675456,
ZDT3,0.0030807406610465888,0.00317206727456966,0.0030346523499453514,0.0036252729948064435,
ZDT3,0.0030587577205014303,0.003195957060775955,0.003135496372785552,0.003307453620413769,
ZDT3,0.0032927466012149386,0.0031887632692601427,0.002932693689369009,0.003482001146355422,
ZDT3,0.0030152359806374755,0.0033980899099688554,0.003156690899255302,0.003532001491205616,
ZDT3,0.003204021002001785,0.003361833411910578,0.0031212873387030304,0.0034691363315842126,
ZDT3,0.003292844868976533,0.0031256000736622474,0.0031274804751357252,0.0033357893921988333,
ZDT3,0.003169182122575492,0.0031594963941830793,0.003172336005255937,0.003547939932964197,
ZDT3,0.0032386117890040632,0.00310022736310247,0.003145016465764653,0.0032803823042962966,
ZDT3,0.003034903760083806,0.003292607247367059,0.003141460448195757,0.003587106156119736,
ZDT3,0.003046783748173381,0.0030437350499842304,0.008565630290202686,0.004150706837354962,
ZDT3,0.0031359143765258817,0.003170925124447124,0.0030136771566745533,0.027898010756463736,
ZDT3,0.0030564341866877753,0.0033117319979739223,0.003168705502308015,0.003341209081702197,
ZDT3,0.0032626963909625642,0.003234423263406266,0.003233640945748484,0.00361766643964521,
ZDT3,0.003072472871843309,0.0030658149292927136,0.027682787997447035,0.0034041428836310323,
ZDT3,0.0032280446660075657,0.003280778278915852,0.0030005912982245856,0.0035476142402869307,
ZDT3,0.0031226642371609157,0.003196389853627818,0.0032568015978349167,0.0279270408628438,
ZDT3,0.0033153031339953217,0.0032904468893436016,0.0031562225330814494,0.003459600820777104,
ZDT3,0.0032554828136952046,0.003321278151612251,0.003250081821506521,0.0032735353751866666,
ZDT3,0.003215452555846733,0.0032005927198826395,0.0031972852682802485,0.003370042789300568,
ZDT3,0.003137451756676938,0.0033121134323834366,0.003237537717743615,0.0034924165747493192,
ZDT3,0.003208653033454949,0.0030328182771600203,0.02772293401567192,0.003505270703155193,
ZDT3,0.003034447309318723,0.003274920233029423,0.003223571400021305,0.0035591826607510486,
ZDT3,0.0033183058064992516,0.0033255686019270075,0.003034948552441473,0.0032848784395893725,
ZDT3,0.0031318630676401083,0.0034944520429454,0.00299748308067964,0.003361590390058676,
ZDT3,0.0032260106914141886,0.003399388324018216,0.027692209862651168,0.003559341358179838,
ZDT3,0.003503165091866274,0.0032964028663943915,0.0032677344902964714,0.003451553364839879,
ZDT3,0.003316662092464032,0.003516355135049192,0.003098538233743102,0.0033782498771923446,
ZDT3,0.0029917240726025493,0.003126832629675757,0.003171684571689405,0.003544553653318222,
ZDT3,0.003432068042014345,0.0033524432484902085,0.003068200480727522,0.003559903703627772,
ZDT3,0.0032249924674761284,0.003260435629722635,0.0031057903629781833,0.003442942785968278,
