ALlgorithm,Mean,VAR,T_value
ZDT1,0.009121331281547329,0.009386685911863644
ZDT1,1.9960619445007433e-07,2.330254527954047e-07
ZDT1,8.480058894540598e-05
ZDT2,0.00967476432696036,0.08902749856215017
ZDT2,6.435709819270201e-07,0.008041362078270733
ZDT2,4.4050961331495726e-14
ZDT3,0.006817528494497142,0.014451071260092499
ZDT3,6.324438447688922e-06,0.00030993471782563063
ZDT3,4.344930136756255e-05
ZDT4,0.38990329304966126,1.0097680520102523
ZDT4,0.03589632736674106,0.44255937975873194
ZDT4,8.662671693477097e-15
ZDT6,0.2626765817548949,0.2647646283127969
ZDT6,0.00023876505030764918,0.0014465359479964867
ZDT6,0.6136524007745332
